flow,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,std_fiat,std_biat,feduration,total_fpackets,total_bpackets,total_fpktl,total_bpktl,min_fpktl,min_bpktl,max_fpktl,max_bpktl,mean_fpktl,mean_bpktl,std_fpktl,std_bpktl,avgPacketSize,fPktsPerSecond,bPktsPerSecond,flowPktsPerSecond,flowBytesPerSecond,label
192.168.140.130:50608<->192.168.140.2:53,0,0,1649879283.394554,0,1649879283.394554,1649879283.394554,0.0,0.0,0.0,0.0,0.019034,1,1,89,121,89,121,89,121,89.0,121.0,0.0,0.0,105.0,52.53756435851633918251549858,52.53756435851633918251549858,105.0751287170326783650309972,11032.88851528843122832825470,Win7_Yandex
192.168.140.130:50572<->34.237.73.95:443,0.539992,0.414241,0.000139,0.000001,0.145086,0.145086,0.07714171428571429,0.041424100000000005,0.07138123185103651,0.06301993201881097,0.540536,8,11,1742,4843,54,60,790,1514,217.75,440.27272727272725,243.10535634928794,604.5846658507129,346.57894736842104,14.80012432104429677209288558,20.35017094143590806162771767,35.15029526248020483372060325,12182.35233175958678052895644,Win7_Yandex
192.168.140.130:50573<->64.233.161.198:443,0.153420,0.134705,0.000339,0.000000,0.044711,0.044711,0.012785,0.007923823529411764,0.015805032081299585,0.01397602177496915,0.15342,13,18,2751,8501,54,60,1453,1514,211.6153846153846,472.27777777777777,382.3581520122939,605.0704193879425,362.96774193548384,84.73471516099595880589232173,117.3249902229174814235432147,202.0597053839134402294355364,73341.15499934819449876156955,Win7_Yandex
192.168.140.130:50574<->64.233.161.198:443,4.454050,4.431415,0.000125,0.000000,4.328958,4.328958,0.3711708333333333,0.2606714705882353,1.2464639743838883,1.0483430914961187,4.454050,13,18,3413,8558,54,60,1128,1514,262.53846153846155,475.44444444444446,374.4354896339768,605.423548602641,386.16129032258067,2.918691976964784858724082577,4.041265814258932881310268183,6.959957791223717740034350759,2687.666281249649195675845579,Win7_Yandex
192.168.140.130:54287<->192.168.140.2:53,0,0,1649879288.322133,0,1649879288.322133,1649879288.322133,0.0,0.0,0.0,0.0,0.014288,1,1,72,136,72,136,72,136,72.0,136.0,0.0,0.0,104.0,69.98880179171332586786114222,69.98880179171332586786114222,139.9776035834266517357222844,14557.67077267637178051511758,Win7_Yandex
192.168.140.130:50575<->93.158.134.119:443,2.880616,2.873999,0.000081,0.000000,2.019282,2.019282,0.12524417391304346,0.08709087878787879,0.42106116381942466,0.35404048007217315,2.880616,24,34,14495,8099,54,60,2944,1514,603.9583333333334,238.2058823529412,940.3487086398214,403.18856250400546,389.55172413793105,8.331551307081540892642407041,11.80303101836551626457674331,20.13458232544705715721915035,7843.461259675013955348439362,Win7_Yandex
192.168.140.130:50576<->108.156.22.25:443,1.853498,1.830031,0.000116,0.000000,1.283090,1.283090,0.02504727027027027,0.007820645299145298,0.15120524690235673,0.08548375286712112,1.853498,75,235,4867,321423,54,60,280,1514,64.89333333333333,1367.7574468085106,39.36302742330584,358.1479614405918,1052.5483870967741,40.46403071381787301631833431,126.7872962366293354511307808,167.2513269504472084674491151,176040.1144214884504865934573,Win7_Yandex
192.168.140.130:50577<->108.156.22.25:443,1.180993,1.157376,0.000082,0.000000,0.636828,0.636828,0.0738120625,0.031280432432432434,0.16970915768355724,0.11499447387677678,1.180993,17,38,1657,37820,54,60,355,1514,97.47058823529412,995.2631578947369,85.93829010331979,671.918096851279,717.7636363636364,14.39466618345748027295674064,32.17631264537554413955036143,46.57097882883302441250710207,33426.95511319711463150077943,Win7_Yandex
192.168.140.130:51761<->192.168.140.2:53,0,0,1649879291.088867,0,1649879291.088867,1649879291.088867,0.0,0.0,0.0,0.0,0.038591,1,1,82,98,82,98,82,98,82.0,98.0,0.0,0.0,90.0,25.91277759062993962322821383,25.91277759062993962322821383,51.82555518125987924645642766,4664.299966313389132181078490,Win7_Yandex
192.168.140.130:51987<->192.168.140.2:53,0,0,1649879291.089076,0,1649879291.089076,1649879291.089076,0.0,0.0,0.0,0.0,0.008402,1,1,74,170,74,170,74,170,74.0,170.0,0.0,0.0,122.0,119.0192811235420138062366103,119.0192811235420138062366103,238.0385622470840276124732207,29040.70459414425136872173292,Win7_Yandex
192.168.140.130:50578<->213.180.193.232:443,5.088433,5.075886,0.000429,0.000000,4.787766,4.787766,0.636054125,0.4229905,1.6782171796148468,1.3751679280673326,5.088433,9,13,1385,6087,54,60,646,1514,153.88888888888889,468.2307692307692,196.9330117352373,605.1911755588964,339.6363636363636,1.768717402783921887150720074,2.554814026243442725884373441,4.323531429027364613035093515,1468.428492622384926754464488,Win7_Yandex
192.168.140.130:50579<->87.236.16.206:443,0.445913,0.428118,0.000069,0.000000,0.341710,0.341710,0.055739125,0.04756866666666667,0.11639600361259034,0.11157004045553627,0.445913,9,10,801,5545,54,60,264,1514,89.0,554.5,72.34293331072497,669.6883603587568,334.0,20.18330930024466656051741035,22.42589922249407395613045594,42.60920852273874051664786629,14231.47564659473933256038734,Win7_Yandex
192.168.140.130:50580<->87.236.16.206:443,0.445675,0.426984,0.000079,0.0000,0.337489,0.337489,0.055709375,0.04744266666666666,0.1147652841311188,0.11030716704162971,0.445675,9,10,801,5545,54,60,264,1514,89.0,554.5,72.34293331072497,669.6883603587568,334.0,20.19408761990239524317047176,22.43787513322488360352274640,42.63196275312727884669321815,14239.07555954451113479553486,Win7_Yandex
192.168.140.130:59086<->192.168.140.2:53,0,0,1649879291.311658,0,1649879291.311658,1649879291.311658,0.0,0.0,0.0,0.0,0.019361,1,1,90,185,90,185,90,185,90.0,185.0,0.0,0.0,137.5,51.65022467847735137647848768,51.65022467847735137647848768,103.3004493569547027529569754,14203.81178658127162853158411,Win7_Yandex
192.168.140.130:50581<->209.197.3.8:80,11.246730,11.212365,0.001132,0.002158,8.859015,8.859015,0.9372275,0.6595508823529412,2.5054765743654985,2.1240547288288876,11.24673,13,18,2520,3115,54,60,355,245,193.84615384615384,173.05555555555554,155.32484570186347,92.80179525534179,181.7741935483871,1.155891534694973561204012188,1.600465201885348007820939953,2.756356736580321569024952142,501.0345229235520013372775909,Win7_Yandex
192.168.140.130:64914<->192.168.140.2:53,0,0,1649879291.990413,0,1649879291.990413,1649879291.990413,0.0,0.0,0.0,0.0,0.005119,1,1,69,133,69,133,69,133,69.0,133.0,0.0,0.0,101.0,195.3506544246923227192811096,195.3506544246923227192811096,390.7013088493846454385622192,39460.83219378784918929478414,Win7_Yandex
192.168.140.130:50582<->5.255.255.88:443,4.189517,4.181671,0.000025,0.000000,3.523456,3.523456,0.13092240625,0.05575561333333333,0.6251392722512559,0.4099060151723608,4.189517,33,76,4727,87825,54,60,2417,1514,143.24242424242425,1155.592105263158,410.6541298878406,575.1810654656284,849.1009174311927,7.876802982300823698770049149,18.14051595923826063959162834,26.01731894153908433836167749,22091.32938236078287783532087,Win7_Yandex
192.168.140.130:50583<->64.233.161.198:443,2.185348,2.163560,0.000398,0.000000,2.024981,2.024981,0.18211233333333332,0.12019777777777778,0.5805826359208376,0.47565662279440935,2.185348,13,19,2310,8602,54,60,1012,1514,177.69230769230768,452.7368421052632,264.41645959085855,594.4651977576393,341.0,5.948709313116263405187640595,8.694267457631461899889628563,14.64297677074772530507726916,4993.255078824974329031348783,Win7_Yandex
192.168.140.130:50584<->93.158.134.119:443,1.597135,1.589651,0.000085,0.000000,1.418831,1.418831,0.11408107142857142,0.08831394444444444,0.3766000844886266,0.33319369101337193,1.597135,15,19,3648,6529,54,60,1323,1514,243.2,343.63157894736844,415.4160049189934,510.9029273449025,299.3235294117647,9.391817222714423013708922539,11.89630181543826915069796855,21.28811903815269216440689109,6372.034925037645534034380312,Win7_Yandex
192.168.140.130:50585<->87.236.16.206:443,5.832725,5.817214,0.00000,0.000000,1.419857,1.419857,0.011549950495049505,0.0025808402839396626,0.09599813490813662,0.04568522669796086,5.832725,506,2255,34646,3180585,54,60,382,1514,68.4703557312253,1410.458980044346,41.0803138837095,295.6547708854327,1164.5168417240131,86.75190412714468794602865727,386.6117466535795875855624944,473.3636507807242755315911516,551239.9435941176722715368888,Win7_Yandex
192.168.140.130:56305<->192.168.140.2:53,0,0,1649879295.571781,0,1649879295.571781,1649879295.571781,0.0,0.0,0.0,0.0,0.005248,1,1,81,97,81,97,81,97,81.0,97.0,0.0,0.0,89.0,190.5487804878048780487804878,190.5487804878048780487804878,381.0975609756097560975609756,33917.68292682926829268292683,Win7_Yandex
192.168.140.130:50586<->213.180.193.234:443,0.608056,0.599414,0.000359,0.000001,0.451632,0.451632,0.0608056,0.042815285714285715,0.13839651687187313,0.11881690286152216,0.608056,11,15,1913,6156,54,60,928,1514,173.9090909090909,410.4,258.5116842796296,581.1857091940824,310.34615384615387,18.09043903850961095688555002,24.66878050705856039575302275,42.75921954556817135263857276,13270.15932743036825555540937,Win7_Yandex
192.168.140.130:64216<->192.168.140.2:53,0,0,1649879295.578713,0,1649879295.578713,1649879295.578713,0.0,0.0,0.0,0.0,0.011938,1,1,83,99,83,99,83,99,83.0,99.0,0.0,0.0,91.0,83.76612497905846875523538281,83.76612497905846875523538281,167.5322499581169375104707656,15245.43474618864131345283967,Win7_Yandex
192.168.140.130:55983<->192.168.140.2:53,0,0,1649879295.583275,0,1649879295.583275,1649879295.583275,0.0,0.0,0.0,0.0,0.029451,1,1,80,96,80,96,80,96,80.0,96.0,0.0,0.0,88.0,33.95470442429798648602763913,33.95470442429798648602763913,67.90940884859597297205527826,5976.027978676445621540864487,Win7_Yandex
192.168.140.130:50587<->188.114.96.128:443,0.642068,0.587354,0.000500,0.00000,0.253076,0.253076,0.05836981818181818,0.03263077777777778,0.07457757190176975,0.06363983900555999,0.642068,12,19,1415,12118,54,60,374,1514,117.91666666666667,637.7894736842105,103.03702629578741,674.6377282123239,436.5483870967742,18.68960920027162232037728091,29.59188123376340200726402811,48.28149043403502432764130902,21077.20677560632207180547855,Win7_Yandex
192.168.140.130:50588<->173.194.73.95:443,0.589318,0.559261,0.001513,0.000000,0.367192,0.367192,0.04910983333333333,0.02943478947368421,0.10196311114661503,0.08343914094288453,0.589318,13,20,1723,8415,54,60,420,1514,132.53846153846155,420.75,121.0885456904818,577.0901484808801,307.2121212121212,22.05939747301117563013517320,33.93753457386334712328488185,55.99693204687452275342005505,17202.93627549133065679310661,Win7_Yandex
192.168.140.130:58460<->192.168.140.2:53,0,0,1649879295.716998,0,1649879295.716998,1649879295.716998,0.0,0.0,0.0,0.0,0.024879,1,1,78,142,78,142,78,142,78.0,142.0,0.0,0.0,110.0,40.19454158125326580650347683,40.19454158125326580650347683,80.38908316250653161300695366,8842.799147875718477430764902,Win7_Yandex
192.168.140.130:50589<->213.180.204.36:443,0.443256,0.421528,0.000075,0.000000,0.267364,0.267364,0.049250666666666665,0.03832072727272728,0.08410602856068047,0.07790484844230287,0.443256,10,12,1277,6304,54,60,480,1514,127.7,525.3333333333334,140.7867181235503,646.835420030521,344.59090909090907,22.56032631255978486472828343,27.07239157507174183767394012,49.63271788763152670240222355,17102.98337755157290595051167,Win7_Yandex
192.168.140.130:61613<->192.168.140.2:53,0,0,1649879295.991524,0,1649879295.991524,1649879295.991524,0.0,0.0,0.0,0.0,0.042343,1,1,85,117,85,117,85,117,85.0,117.0,0.0,0.0,101.0,23.61665446472852655692794559,23.61665446472852655692794559,47.23330892945705311385589117,4770.564201875162364499445009,Win7_Yandex
192.168.140.130:50590<->104.16.132.229:443,5.170412,5.098140,0.000073,0.00000,4.450015,4.450015,0.19886199999999998,0.12434487804878049,0.8677789060031362,0.6931382803231327,5.170412,27,42,20684,6344,54,60,6170,1514,766.074074074074,151.04761904761904,1486.2188452043179,310.1110699828372,391.71014492753625,5.222020991750754098512845785,8.123143764945617486575537888,13.34516475669637158508838367,5227.436420927384510170562810,Win7_Yandex
192.168.140.130:58699<->192.168.140.2:53,0,0,1649879296.062619,0,1649879296.062619,1649879296.062619,0.0,0.0,0.0,0.0,0.046577,1,1,77,129,77,129,77,129,77.0,129.0,0.0,0.0,103.0,21.46982416214011207248212637,21.46982416214011207248212637,42.93964832428022414496425274,4422.783777400863086931318033,Win7_Yandex
192.168.140.130:49721<->192.168.140.2:53,0,0,1649879296.112368,0,1649879296.112368,1649879296.112368,0.0,0.0,0.0,0.0,0.011651,1,1,67,83,67,83,67,83,67.0,83.0,0.0,0.0,75.0,85.82954252853832289073899236,85.82954252853832289073899236,171.6590850570766457814779847,12874.43137928074843361084885,Win7_Yandex
